x_PathwayId,PathwayName,RawAccumulator,ImpactFactor,ProbabilityPi,CorrectedAccumulator,pValue,AdjustedPValue
path:hsa04722,"Neurotrophin signaling pathway - Enriched",5.60291383197782,4.19802683825044,0.139585257298743,7.00890766192734,0.0968614550059932,0.227386478375728
path:hsa00982,"Drug metabolism - cytochrome P450 - Enriched",3.77908909618912,2.79240087696687,0.429039548471327,4.06719374018408,0.0887577388808731,0.227386478375728
path:hsa04976,"Bile secretion - Enriched",-3.89813823804974,3.1855657240406,0.243183494510705,-3.56082693811687,0.0934600308935046,0.227386478375728
path:hsa04520,"Adherens junction - Enriched",2.16149280365514,4.41829378508282,0.100492729744255,2.64711568668472,0.0903025234775209,0.227386478375728
path:hsa00260,"Glycine, serine and threonine metabolism - Enriched",2.21378316088786,4.74987640006461,0.134676599912215,2.56482218829228,0.0963582312799502,0.227386478375728
path:hsa00670,"One carbon pool by folate - Enriched",2.10530137366138,4.35095591639863,0.208998928894935,2.18614641413021,0.0927142523560065,0.227386478375728
path:hsa00510,"N-Glycan biosynthesis - Enriched",1.86533093149015,5.27969273893783,0.0755606347697586,2.11070151154609,0.0933086698912584,0.227386478375728
path:hsa00561,"Glycerolipid metabolism - Enriched",-1.25749440597042,4.56330121000814,0.0559705017833106,-0.800234988029086,0.0941886881579305,0.227386478375728
path:hsa00472,"D-Arginine and D-ornithine metabolism - Enriched",-0.0415987798793229,0,1,-0.0415987798793229,0.0964517741129435,0.227386478375728
path:hsa04145,"Phagosome - Enriched",-0.00263150629226012,3.27895890266296,0.10243028185655,-0.00263150629226012,0.0968864125253101,0.227386478375728
path:hsa00460,"Cyanoamino acid metabolism - Enriched",-0.632698981002589,3.79185334809606,0.134168714475481,-0.573228105847923,0.10005050105979,0.232440558017694
path:hsa04012,"ErbB signaling pathway - Enriched",8.06172413898751,3.75921393554601,0.247744108848636,9.29378087323619,0.101096071625155,0.232520964737858
path:hsa00071,"Fatty acid degradation - Enriched",-4.31418888996138,3.67045913023372,0.226561777334559,-3.92821192681151,0.103734605975217,0.236227320537623
path:hsa00640,"Propanoate metabolism - Enriched",-4.18786615076657,3.39080621047822,0.373964481527023,-4.03453755725834,0.106962919746003,0.241190897466477
path:hsa04666,"Fc gamma R-mediated phagocytosis - Enriched",-2.76449837104571,4.87691073267016,0.0656457308244147,-1.52318742172132,0.112930727678263,0.252175411320394
path:hsa00270,"Cysteine and methionine metabolism - Enriched",-8.10115814796502,3.73303480208234,0.544499024862896,-7.7587586666718,0.114616360874656,0.253478490395873
path:hsa04723,"Retrograde endocannabinoid signaling - Enriched",-2.6152118158057,4.74813263687058,0.0729375991790785,-1.5579760934811,0.116747364593568,0.255732322443053
path:hsa04660,"T cell receptor signaling pathway - Enriched",-13.7689838722561,5.15893416357634,0.483816757506913,-12.5450026503401,0.124527199471733,0.2676752885841
path:hsa00232,"Caffeine metabolism - Enriched",0.565330766708771,0,1,0.576179012478474,0.124437781109445,0.2676752885841
path:hsa04910,"Insulin signaling pathway - Enriched",-7.38862741264808,4.01481372305057,0.234665952605708,-6.24208615889863,0.131141139018882,0.27928205531799
path:hsa04015,"Rap1 signaling pathway - Enriched",3.3929572495672,4.16440778048345,0.131246335587651,5.51901736892895,0.133167737509112,0.279637904542082
path:hsa04360,"Axon guidance - Enriched",0.576810487710337,4.82183239259867,0.0880331152609461,1.34812831497314,0.133739867389691,0.279637904542082
path:hsa00563,"Glycosylphosphatidylinositol(GPI)-anchor biosynthesis - Enriched",-7.40327762196921,6.51135626273813,0.829896720488813,-7.30002114061448,0.151720728160726,0.300825581697991
path:hsa04923,"Regulation of lipolysis in adipocytes - Enriched",-4.71672437766262,3.62952199699396,0.224566205291807,-3.85082893927155,0.151423164683354,0.300825581697991
path:hsa04380,"Osteoclast differentiation - Enriched",2.4039042936406,3.60088113867934,0.152275428241873,3.54493591487859,0.14682934753816,0.300825581697991
path:hsa04152,"AMPK signaling pathway - Enriched",-4.25692887125972,3.57587256797588,0.1950638439906,-3.40356615095205,0.14787878707814,0.300825581697991
path:hsa04071,"Sphingolipid signaling pathway - Enriched",1.03675984798641,4.42125158442232,0.11888563913814,2.4702673303791,0.149804844167281,0.300825581697991
path:hsa00072,"Synthesis and degradation of ketone bodies - Enriched",-1.12072620999362,3.869188265719,0.239430754160069,-1.04596580294692,0.145619418898804,0.300825581697991
path:hsa00400,"Phenylalanine, tyrosine and tryptophan biosynthesis - Enriched",-0.93973240542818,0,1,-0.86325713165934,0.155422288855572,0.305530995186168
path:hsa00564,"Glycerophospholipid metabolism - Enriched",4.01887086620277,3.36679763582159,0.333191436784077,4.76167230657926,0.160486350190273,0.312812377489515
path:hsa04912,"GnRH signaling pathway - Enriched",-1.28742885915796,4.81362526666285,0.0827228895011732,-0.0427732357374608,0.162377412539395,0.313838696504713
path:hsa00970,"Aminoacyl-tRNA biosynthesis - Enriched",-4.34898728061845,3.99739499268353,0.359952327403456,-3.93152974817797,0.166347849747668,0.31883337868303
path:hsa04730,"Long-term depression - Enriched",1.03169204236475,3.80686678949041,0.149649119451257,2.04594608912037,0.173107832351551,0.329047945792204
path:hsa00650,"Butanoate metabolism - Enriched",-3.78313726031199,3.65944165308692,0.542583479898584,-3.55535930822356,0.176149981745273,0.332086031159121
path:hsa04014,"Ras signaling pathway - Enriched",5.11574795182945,3.53372641053718,0.25876863254739,7.21852714645826,0.179241134219118,0.335166348539813
path:hsa00190,"Oxidative phosphorylation - Enriched",-3.63913499880381,2.71051279024806,0.54334512799242,-3.47671806201528,0.182117798348068,0.337799142097223
path:hsa04720,"Long-term potentiation - Enriched",0.116382530309229,3.87815356145957,0.131682758341132,0.932894900202452,0.186501628803536,0.343162996998506
path:hsa04971,"Gastric acid secretion - Enriched",-5.08224309839417,3.19675376096629,0.308541234500503,-4.33924711326779,0.196129784917274,0.355195673472228
path:hsa04064,"NF-kappa B signaling pathway - Enriched",0.25908616332124,4.03115534165081,0.142344941588196,0.500100869989806,0.195125836406955,0.355195673472228
path:hsa04922,"Glucagon signaling pathway - Enriched",-4.29238391449699,3.13200690198989,0.2931578006255,-3.56592570338897,0.207172234979222,0.359593131324569
path:hsa00860,"Porphyrin and chlorophyll metabolism - Enriched",-3.76922742353212,3.24971404630402,0.439510194593725,-3.44633971213431,0.209502085206488,0.359593131324569
path:hsa04114,"Oocyte meiosis - Enriched",-3.82785374849751,3.47545372958095,0.333780497057183,-3.38885802272216,0.203294602645366,0.359593131324569
path:hsa04913,"Ovarian steroidogenesis - Enriched",-2.98003257928383,3.12154923664278,0.351901448248749,-2.54629246216085,0.207159545637617,0.359593131324569
path:hsa00900,"Terpenoid backbone biosynthesis - Enriched",1.10852132762556,3.34596671551521,0.313667367056477,1.29645458840252,0.206598836953429,0.359593131324569
path:hsa00730,"Thiamine metabolism - Enriched",-0.776244934046366,2.49784043565804,0.445769912371186,-0.767833697036891,0.208522674604173,0.359593131324569
path:hsa00785,"Lipoic acid metabolism - Enriched",-0.0243326410607605,0,1,-0.0243326410607605,0.202898550724638,0.359593131324569
path:hsa00780,"Biotin metabolism - Enriched",-0.133391508952135,0,1,-0.13175102535472,0.218890554722639,0.372924648786718
path:hsa04650,"Natural killer cell mediated cytotoxicity - Enriched",-3.31250616283061,3.59780770402901,0.222644132482426,-2.12735499218383,0.223963136934015,0.376051246365006
path:hsa04972,"Pancreatic secretion - Enriched",-1.25649507044815,3.4300473213719,0.17542864670208,-0.733411606737475,0.223995742400025,0.376051246365006
path:hsa04975,"Fat digestion and absorption - Enriched",-0.515779659312647,2.73795745227172,0.239430754160069,-0.352412300650181,0.227534130535537,0.379223550892562
path:hsa04727,"GABAergic synapse - Enriched",-4.95768110888892,3.24948765188821,0.529729138106295,-4.39023981967114,0.229461817729975,0.379685022143125
path:hsa04630,"Jak-STAT signaling pathway - Enriched",5.69689018003835,2.4356563654899,0.472422834203616,6.23106307919338,0.246445289044566,0.402884393911658
path:hsa04917,"Prolactin signaling pathway - Enriched",0.08381102103609,3.63599742553491,0.205859967267239,1.03286165991434,0.246985650180625,0.402884393911658
path:hsa00450,"Selenocompound metabolism - Enriched",-1.18379412010297,3.10186995878229,0.416737359099149,-1.09374055698134,0.255057777123808,0.410232788380949
path:hsa04122,"Sulfur relay system - Enriched",-0.227652556036489,0,1,-0.221123104903944,0.254372813593203,0.410232788380949
path:hsa04270,"Vascular smooth muscle contraction - Enriched",5.1356081932001,2.8750191482349,0.450247523359015,6.27426963583008,0.257732018378545,0.411655307132399
path:hsa00562,"Inositol phosphate metabolism - Enriched",-10.6610507614928,3.1567072642141,0.775621928996079,-9.63525328182877,0.267355564712701,0.424081240578768
path:hsa04662,"B cell receptor signaling pathway - Enriched",3.10405076263154,3.01958013782904,0.42423744464763,4.19763386499472,0.278224847907041,0.4294745974404
path:hsa04062,"Chemokine signaling pathway - Enriched",-3.97689755625227,3.85218780025318,0.241469112072599,-1.72336652081664,0.277056996611365,0.4294745974404
path:hsa04728,"Dopaminergic synapse - Enriched",-1.96883698570084,3.66741980772344,0.238435407036545,-1.04200298970896,0.276840173152757,0.4294745974404
path:hsa00740,"Riboflavin metabolism - Enriched",-0.506223988850799,3.45559704800132,0.445769912371186,-0.494045882303723,0.275546709658079,0.4294745974404
path:hsa01210,"2-Oxocarboxylic acid metabolism - Enriched",-3.33928226545252,3.03759528946411,0.714394691601993,-3.19704150848384,0.286613966157638,0.439228381215819
path:hsa04614,"Renin-angiotensin system - Enriched",-0.0206538488741903,1.85790708794656,0.445769912371186,-0.019365615651229,0.288362980711255,0.439228381215819
path:hsa00920,"Sulfur metabolism - Enriched",-1.06198202195776,0,1,-0.978473094761223,0.290854572713643,0.44010889292196
path:hsa04066,"HIF-1 signaling pathway - Enriched",-5.23583442568831,3.33933778293076,0.476061300973475,-4.2117876388654,0.293462459417056,0.441152716770738
path:hsa04713,"Circadian entrainment - Enriched",-5.00130797243452,3.21805971115432,0.387837313580159,-3.83797859512884,0.295469254112959,0.441285249649224
path:hsa04072,"Phospholipase D signaling pathway - Enriched",-2.4978378070203,3.51432317897302,0.268812344591563,-1.04745349295717,0.299748263163666,0.444787745339633
path:hsa04261,"Adrenergic signaling in cardiomyocytes - Enriched",-5.47810236088002,2.92304832175275,0.385618812708436,-4.22655776585627,0.301902481229203,0.445112632581517
path:hsa04924,"Renin secretion - Enriched",-4.80836602871088,3.22307704512626,0.490397138200575,-4.04047348548816,0.309783677765052,0.45348528971087
path:hsa04724,"Glutamatergic synapse - Enriched",-5.03655450897574,3.18350616433,0.429150256125446,-3.96370749310133,0.313047838865482,0.45348528971087
path:hsa03460,"Fanconi anemia pathway - Enriched",-2.55753186101165,1.96406926395044,0.629408718373251,-2.60663713066866,0.320259999769215,0.45348528971087
path:hsa04340,"Hedgehog signaling pathway - Enriched",-2.01994719232658,1.90200265692909,0.704137807602579,-2.01724926301245,0.316655114086382,0.45348528971087
path:hsa04623,"Cytosolic DNA-sensing pathway - Enriched",-1.68313693316719,2.17016103561664,0.513040929196113,-1.65520496956635,0.329269753833545,0.45348528971087
path:hsa04670,"Leukocyte transendothelial migration - Enriched",0.662719643384584,3.61048526875186,0.333854308222408,1.3495654725612,0.324610715780356,0.45348528971087
path:hsa04672,"Intestinal immune network for IgA production - Enriched",-1.32361675448198,2.6345490050803,0.693676866933745,-1.2328716253528,0.321849120335135,0.45348528971087
path:hsa00360,"Phenylalanine metabolism - Enriched",-1.0620558521212,2.57050738114667,0.5427344692597,-0.930170992631954,0.328342140858154,0.45348528971087
path:hsa04140,"Regulation of autophagy - Enriched",-0.968410810537675,2.45705479486092,0.449970211859671,-0.826522375235432,0.313595554129146,0.45348528971087
path:hsa04611,"Platelet activation - Enriched",-1.28484853990079,3.69667191987326,0.248411237504149,0.444600429062692,0.328950171240543,0.45348528971087
path:hsa00290,"Valine, leucine and isoleucine biosynthesis - Enriched",0.165732774775107,0,1,0.174728735534759,0.328835582208896,0.45348528971087
path:hsa04320,"Dorso-ventral axis formation - Enriched",1.88902185466253,4.22598636640623,0.692913283146162,2.12180543761805,0.342346741039735,0.463175002583171
path:hsa04024,"cAMP signaling pathway - Enriched",-2.86871537068535,3.18974045022548,0.326267422870832,-1.19614389627767,0.339807755390233,0.463175002583171
path:hsa04022,"cGMP-PKG signaling pathway - Enriched",-1.94187978111577,3.22595993145881,0.291688835973045,-0.249021811259603,0.341728269830842,0.463175002583171
path:hsa00910,"Nitrogen metabolism - Enriched",-2.91601582248,3.48918096975394,0.829896720488813,-2.77657578599455,0.346928993864574,0.46662964087048
path:hsa03320,"PPAR signaling pathway - Enriched",-2.35684046125268,1.59746209243547,0.782186107725501,-2.22245856789728,0.371597001327228,0.495072876272563
path:hsa00430,"Taurine and hypotaurine metabolism - Enriched",-1.10240003568692,2.30590260893725,0.721701247235351,-1.0173978553414,0.374322952523997,0.495072876272563
path:hsa04921,"Oxytocin signaling pathway - Enriched",-0.71031320555438,3.17441517516996,0.291296542992498,0.843604317881447,0.374533393354026,0.495072876272563
path:hsa04744,"Phototransduction - Enriched",0.858616792344628,0,1,0.969470881433706,0.385307346326837,0.50555719912507
path:hsa00604,"Glycosphingolipid biosynthesis - ganglio series - Enriched",-0.0640590002412408,3.0514988128582,0.347457714075891,-0.00748469045682557,0.386861161069618,0.50555719912507
path:hsa04621,"NOD-like receptor signaling pathway - Enriched",2.20285941013615,3.043549287103,0.58202820362468,2.50313158471638,0.39431274263327,0.51147651452064
path:hsa04150,"mTOR signaling pathway - Enriched",-0.88228703033604,3.13251143556508,0.377235662141113,-0.280685731790603,0.395838346020321,0.51147651452064
path:hsa00130,"Ubiquinone and other terpenoid-quinone biosynthesis - Enriched",-0.192452206148796,0,1,-0.150754441843577,0.408795602198901,0.525268092210878
path:hsa04966,"Collecting duct acid secretion - Enriched",-0.0821930447087237,0,1,-0.0725028867415076,0.422788605697151,0.540229885057471
path:hsa04622,"RIG-I-like receptor signaling pathway - Enriched",-3.31355362317396,3.40301436382317,0.636334789844224,-2.84825668816447,0.425387706043258,0.540547913756627
