# Pathway Id	Pathway Name	Raw Accumulator	Impact Factor	Probability Pi	Probability Network	Corrected Accumulator	pValue	Adjusted pValue
path:hsa00592	alpha-Linolenic acid metabolism - Enriched	-8.221685555137396	2.4421747409475403	0.39336364512269495	4.9975012493753125E-6	-34.98555335784376	4.5853289014707865E-4	0.0022415626743761577
path:hsa04918	Thyroid hormone synthesis - Enriched	-189.60770234808587	3.798618451122695	0.40264781746025274	4.9975012493753125E-6	-301.0120648414616	4.87242970295787E-4	0.0022656026340720256
path:hsa03013	RNA transport - Enriched	28.676194495360022	6.7355319036051196	0.0034475056297494453	0.02498750624687656	23.293765451280528	4.893701689595575E-4	0.0022656026340720256
path:hsa04371	Apelin signaling pathway - Enriched	-503.3900357591961	3.606944480760966	0.4079403236213681	4.9975012493753125E-6	-777.5377971774087	5.042637428585017E-4	0.0022921079220840986
path:hsa04015	Rap1 signaling pathway - Enriched	-493.11035997560776	3.249997776839237	0.4134998030831137	4.9975012493753125E-6	-901.6687723108746	5.22673654752781E-4	0.002292428310319215
path:hsa00100	Steroid biosynthesis - Enriched	144.71377791459378	4.110615795044254	0.4128839184476035	4.9975012493753125E-6	115.39012342562773	5.206069140473168E-4	0.002292428310319215
path:hsa04310	Wnt signaling pathway - Enriched	-186.1048081791957	2.690528768994315	0.4180801269592139	4.9975012493753125E-6	-282.6469773046319	5.382611138065041E-4	0.0023200910077866557
path:hsa04217	Necroptosis - Enriched	-217.93298640693587	2.5551112490216266	0.422900454002459	4.9975012493753125E-6	-315.22757536670235	5.550863837548992E-4	0.0023520609481139797
path:hsa04659	Th17 cell differentiation - Enriched	-277.2645748421045	3.003231132683803	0.4271228653481702	4.9975012493753125E-6	-424.0914720794006	5.701883642176275E-4	0.0023757848509067814
path:hsa04726	Serotonergic synapse - Enriched	-573.0477178176316	3.975657727952677	0.43899900974276373	4.9975012493753125E-6	-800.9985729946525	6.14557964057405E-4	0.002471297401929724
path:hsa04912	GnRH signaling pathway - Enriched	-405.2031115991044	4.15160122908194	0.43899900974276373	4.9975012493753125E-6	-664.5517728098041	6.14557964057405E-4	0.002471297401929724
path:hsa04960	Aldosterone-regulated sodium reabsorption - Enriched	-111.15135172047059	2.7356901390043697	0.4411150905788963	4.9975012493753125E-6	-183.79882797146223	6.227669452862905E-4	0.002471297401929724
path:hsa04621	NOD-like receptor signaling pathway - Enriched	-123.58157540980098	2.7312600119168526	0.46564970926116367	4.9975012493753125E-6	-283.95612005988016	7.251482334991177E-4	0.0028326102871059286
path:hsa04072	Phospholipase D signaling pathway - Enriched	-271.2580813136524	3.1766337038971053	0.46856490488913927	4.9975012493753125E-6	-573.1411730326408	7.38245853733055E-4	0.002839407129742519
path:hsa04727	GABAergic synapse - Enriched	-248.7085527692965	3.139301451256531	0.473464215870707	4.9975012493753125E-6	-347.3743338620602	7.60732564126898E-4	0.0028815627429049167
path:hsa04070	Phosphatidylinositol signaling system - Enriched	-31.397811423099725	3.267785672799964	0.4952099231434894	4.9975012493753125E-6	-210.09393090478835	8.681582285473555E-4	0.0032393963751766995
path:hsa04926	Relaxin signaling pathway - Enriched	-723.6581822723583	3.5097649855615627	0.5344299089543442	4.9975012493753125E-6	-1101.4818076938632	0.0010978919570542311	0.0040363674891699675
path:hsa00030	Pentose phosphate pathway - Enriched	141.3420796239945	4.840971718818929	0.09020010070905138	0.0014992503748125937	95.33770631427774	0.0011603004904865433	0.0042039872843715334
path:hsa00590	Arachidonic acid metabolism - Enriched	-52.072414114800004	2.3631817848272645	0.5527795857666444	4.9975012493753125E-6	-100.9982373035518	0.0012241226618505685	0.004371866649466316
path:hsa00591	Linoleic acid metabolism - Enriched	-28.735361371116124	2.2179884424433687	0.5658114724593302	4.9975012493753125E-6	-57.09335470308774	0.0013222060999841245	0.004655655281634241
path:hsa04935	Growth hormone synthesis, secretion and action - Enriched	-723.0343885179035	3.781820403073018	0.6150351961311307	4.9975012493753125E-6	-1117.529662562676	0.0017688681201074585	0.005945629910031336
path:hsa04913	Ovarian steroidogenesis - Enriched	-124.49497246996405	3.255176421207884	0.6122537758114467	4.9975012493753125E-6	-184.91347230384136	0.0017399391653626362	0.005945629910031336
path:hsa04260	Cardiac muscle contraction - Enriched	-133.61930110720317	3.712926473412989	0.6138061931248281	4.9975012493753125E-6	-149.16473434165633	0.0017560244849796902	0.005945629910031336
path:hsa04721	Synaptic vesicle cycle - Enriched	-131.26559515696803	3.850147685194428	0.6164419286621575	4.9975012493753125E-6	-149.13861763019824	0.0017836889730094008	0.005945629910031336
path:hsa04725	Cholinergic synapse - Enriched	-618.235723407294	4.043769603781515	0.627352037814211	4.9975012493753125E-6	-908.7986715984213	0.0019031295014630967	0.006099774043150951
path:hsa04012	ErbB signaling pathway - Enriched	-235.80002641357942	2.442583018774333	0.6259552433670594	4.9975012493753125E-6	-478.46147493879494	0.0018873808826002092	0.006099774043150951
path:hsa04910	Insulin signaling pathway - Enriched	-159.32016377452715	2.1915473996044286	0.6235937354822713	4.9975012493753125E-6	-366.2147437459553	0.0018610660231468401	0.006099774043150951
path:hsa04360	Axon guidance - Enriched	-346.4764423412732	2.437187579952293	0.6315599014883851	4.9975012493753125E-6	-613.3803103257047	0.0019514151769695065	0.0061753644840807165
path:hsa04071	Sphingolipid signaling pathway - Enriched	-267.9057448696693	2.9340029831057457	0.6532760531742252	4.9975012493753125E-6	-554.377048974683	0.0022222301536698463	0.00694446923021827
path:hsa04062	Chemokine signaling pathway - Enriched	-688.1057265137181	3.0545949491389894	0.6714275099383559	4.9975012493753125E-6	-1119.131338374752	0.002479890018133868	0.007653981537450209
path:hsa04660	T cell receptor signaling pathway - Enriched	-202.12914820333967	2.911765412021297	0.695733623680427	4.9975012493753125E-6	-440.33978201075206	0.0028783102444074338	0.008775336110998273
path:hsa04742	Taste transduction - Enriched	-195.90917546785926	4.494083642534861	0.7046253080101064	4.9975012493753125E-6	-282.4177038567117	0.003041784682220161	0.009162002054880004
path:hsa04530	Tight junction - Enriched	-81.63445486441273	2.0590622360620454	0.7163387251289886	4.9975012493753125E-6	-181.85565363819927	0.0032737307475945165	0.009743246272602727
path:hsa00830	Retinol metabolism - Enriched	-40.195029537267885	2.7392181237258226	0.2580865478128758	9.995002498750624E-4	-69.9902904450746	0.004092733421341199	0.01203745123923882
path:hsa04722	Neurotrophin signaling pathway - Enriched	-275.8027340140987	2.7472681339194978	0.7682102889667289	4.9975012493753125E-6	-550.6347083197296	0.004590968311546373	0.013345838114960385
path:hsa04010	MAPK signaling pathway - Enriched	-330.29219979962477	1.964522434221994	0.7776411838342648	4.9975012493753125E-6	-627.0533636273502	0.004896094048384647	0.01406923577122025
path:hsa04976	Bile secretion - Enriched	-112.24212269162572	2.7890969053608097	0.7932277262860254	4.9975012493753125E-6	-155.24973072762918	0.005459064061986263	0.015508704721551884
path:hsa04211	Longevity regulating pathway - Enriched	-256.28072792222986	3.5291984727326318	0.8023196304167987	4.9975012493753125E-6	-410.48465413645306	0.00582629222810338	0.016365989404784776
path:hsa04670	Leukocyte transendothelial migration - Enriched	-136.84377778119432	2.277361724900667	0.8058812522566616	4.9975012493753125E-6	-322.94398486970067	0.005978934718304685	0.016608151995290792
path:hsa04620	Toll-like receptor signaling pathway - Enriched	-40.850053461799554	1.8763448061785764	0.807872764442795	4.9975012493753125E-6	-197.69707976254296	0.006066584739574554	0.016666441592237787
path:hsa04650	Natural killer cell mediated cytotoxicity - Enriched	-269.7485761161495	2.214279856971564	0.8130924115462961	4.9975012493753125E-6	-484.27136530270695	0.006304524049268956	0.017131858829535208
path:hsa00983	Drug metabolism - other enzymes - Enriched	92.99348888761472	4.597448128417639	0.051038258994444585	0.03548225887056472	48.67914522361095	0.0074901948807597485	0.020134932475160613
path:hsa04340	Hedgehog signaling pathway - Enriched	-67.19027673442156	2.085609931741734	0.840041438343478	4.9975012493753125E-6	-73.22603818650677	0.007756384213304268	0.020411537403432285
path:hsa00860	Porphyrin and chlorophyll metabolism - Enriched	82.33418336041755	6.253876875545103	0.012998381682210278	0.11494252873563218	44.59805050123775	0.007692334791042255	0.020411537403432285
path:hsa04625	C-type lectin receptor signaling pathway - Enriched	-209.73218905818155	2.7206903245617897	0.849433031921229	4.9975012493753125E-6	-420.5834220529647	0.00837071024447722	0.02179872459499276
path:hsa04920	Adipocytokine signaling pathway - Enriched	-9.087928531634365	2.8377929497522087	0.32045788875681225	0.001999000499750125	-87.1018189058967	0.009012916550284134	0.023229166366711684
path:hsa04550	Signaling pathways regulating pluripotency of stem cells - Enriched	-281.2890546215517	2.163532429738544	0.8606447331155958	4.9975012493753125E-6	-446.24463476580996	0.009198308582722303	0.023302185093947204
path:hsa04210	Apoptosis - Enriched	-136.9993502608748	2.295814725088591	0.8610156954274393	4.9975012493753125E-6	-316.32662430906447	0.009227665297203091	0.023302185093947204
path:hsa03018	RNA degradation - Enriched	16.086907016	2.0804107381984096	0.49010746586922105	4.997501249375312E-4	15.272922658000002	0.009529139537448161	0.023822848843620403
path:hsa00600	Sphingolipid metabolism - Enriched	68.13751554317103	7.02223360046638	0.0047183474282961445	0.2433783108445777	22.47578922787214	0.00997479988037131	0.024690098713790375
path:hsa00980	Metabolism of xenobiotics by cytochrome P450 - Enriched	-8.537663857273243	3.848788661594963	0.08519740401871595	0.028985507246376812	-42.82943630137105	0.010443684865380498	0.025597266826912983
path:hsa04973	Carbohydrate digestion and absorption - Enriched	-119.94872583033656	4.688729594484233	0.8853859605446187	4.9975012493753125E-6	-211.63748835852658	0.011504050915716935	0.027922453678924597
path:hsa04370	VEGF signaling pathway - Enriched	-255.30664034063395	3.4044931762600052	0.8902409755190853	4.9975012493753125E-6	-465.4261435492094	0.012057363625896711	0.028984047177636325
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor - Enriched	-96.34849554380693	1.5855508034820043	0.8938342619337893	4.9975012493753125E-6	-140.09442784370742	0.012493611129152593	0.02974669316464903
path:hsa04664	Fc epsilon RI signaling pathway - Enriched	-205.74756822765085	2.657790300163527	0.8997881509328929	4.9975012493753125E-6	-409.09118041336984	0.013272343873938719	0.03072301822671
path:hsa04668	TNF signaling pathway - Enriched	-50.19497591887845	2.2139583461948744	0.8993633878831286	4.9975012493753125E-6	-198.34874759722354	0.013214307395786662	0.03072301822671
path:hsa00480	Glutathione metabolism - Enriched	127.81552377204693	2.97745842192884	0.284109009505293	0.004997501249375313	77.01002804357357	0.013039317330193145	0.03072301822671
path:hsa01100	Metabolic pathways - Enriched	1870.5271238999874	3.2612738544819453	0.29120447348724215	0.006496751624187906	496.085030650725	0.015967136175563557	0.03564092896331151
path:hsa04630	JAK-STAT signaling pathway - Enriched	-301.39018788827593	1.9032781735676205	0.9164754793419853	4.9975012493753125E-6	-474.0709287292649	0.015918698024224298	0.03564092896331151
path:hsa04914	Progesterone-mediated oocyte maturation - Enriched	-243.78417960289417	2.6131585727041826	0.9154323080202365	4.9975012493753125E-6	-413.74160021441435	0.01572914886472887	0.03564092896331151
path:hsa04068	FoxO signaling pathway - Enriched	-37.454342784999824	2.907201667050728	0.5984516047657976	4.997501249375312E-4	-250.8966970609689	0.015756172394337464	0.03564092896331151
path:hsa00230	Purine metabolism - Enriched	331.97883835649867	3.3414505528200538	0.4464940771622292	0.001999000499750125	172.3822241023935	0.016569215932925818	0.036657557373729686
path:hsa04672	Intestinal immune network for IgA production - Enriched	-16.708206226827606	1.6907063633032486	0.612549173920773	4.997501249375312E-4	-29.469312047967918	0.01680823183256397	0.03686015752755256
path:hsa04611	Platelet activation - Enriched	-340.1845208881516	4.360903490705676	0.922813206834451	4.9975012493753125E-6	-700.1696530017383	0.017155758980982427	0.03708389649420958
path:hsa04330	Notch signaling pathway - Enriched	-43.66460633134782	3.1091265619325754	0.14180717177257707	0.027486256871564217	-55.41137905335132	0.017206927973313246	0.03708389649420958
path:hsa04060	Cytokine-cytokine receptor interaction - Enriched	-160.29251792813673	1.4047915351402713	0.9254813109571437	4.9975012493753125E-6	-261.1959535709179	0.017725147654760187	0.037874247125555954
path:hsa04917	Prolactin signaling pathway - Enriched	-232.53938395620412	2.2769327861927913	0.929724179470841	4.9975012493753125E-6	-436.99314874371885	0.018698734824364682	0.03961596361094212
path:hsa04750	Inflammatory mediator regulation of TRP channels - Enriched	-470.8160152408143	3.877002958224714	0.9316128208844078	4.9975012493753125E-6	-720.0750539551584	0.019161755539043535	0.040255788947570446
path:hsa04966	Collecting duct acid secretion - Enriched	-15.609342715377174	0.0	1.0	0.02048975512243878	-22.988683826125747	0.02048975512243878	0.042686989838414124
path:hsa00513	Various types of N-glycan biosynthesis - Enriched	49.050417998394	5.74580905348149	0.028719332252653402	0.16691654172913542	30.247823073182747	0.02133956688810268	0.04409001423161711
path:hsa04110	Cell cycle - Enriched	3.8911200638305194	8.7302866436004	5.06015414602429E-4	0.6691654172913544	-15.575299741662512	0.0219556396077234	0.04498573128355865
path:hsa03015	mRNA surveillance pathway - Enriched	11.50881063270443	3.052112452392496	0.13700765818767296	0.0399800099950025	10.62187041324065	0.022132979791510854	0.04498573128355865
path:hsa04213	Longevity regulating pathway - multiple species - Enriched	-147.83160231852887	2.7555634618709606	0.9513441956400701	4.9975012493753125E-6	-260.53554033238544	0.025523399975634797	0.05104679995126959
path:hsa00270	Cysteine and methionine metabolism - Enriched	159.03579349499404	2.8614586156616126	0.40152434457810615	0.005997001499250375	100.72412756227018	0.025419639300338748	0.05104679995126959
path:hsa00640	Propanoate metabolism - Enriched	96.26712229815668	3.2805455924561624	0.23528379381977965	0.021989005497251374	53.690398471734106	0.02652323316003602	0.05262546261911909
path:hsa04658	Th1 and Th2 cell differentiation - Enriched	-277.8516367569172	2.417270920198548	0.9603527746321509	4.9975012493753125E-6	-417.0078201965367	0.02987305658608519	0.0588052295001677
path:hsa01230	Biosynthesis of amino acids - Enriched	259.97933866774343	2.674600091655402	0.5874000490023342	0.001999000499750125	131.0241670320564	0.03011499847324295	0.058818356393052634
path:hsa04216	Ferroptosis - Enriched	29.9208756619503	4.132920516646436	0.06105966572671419	0.1664167916041979	13.839974616532022	0.03770835563570851	0.07307820859633433
path:hsa04923	Regulation of lipolysis in adipocytes - Enriched	-335.7694632248205	4.167595091936457	0.9723742046557622	4.9975012493753125E-6	-500.4715751991049	0.03852693956435149	0.07409026839298365
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series - Enriched	-41.891148427133075	2.4724064043152523	0.612549173920773	0.0029985007496251873	-61.82165957083894	0.04085231344890072	0.07796243024599375
path:hsa00630	Glyoxylate and dicarboxylate metabolism - Enriched	152.34030909888565	2.917280112189121	0.8049199096707608	4.997501249375312E-4	92.6123255273223	0.04278740392832503	0.08103674986425194
path:hsa00240	Pyrimidine metabolism - Enriched	163.1208886230951	2.728024398211533	0.5597862601010024	0.004997501249375313	93.36233566174603	0.04315974419296209	0.08112733870857536
path:hsa00040	Pentose and glucuronate interconversions - Enriched	34.41461713490838	5.153965812322929	0.02763960023206566	0.3098450774612694	9.327972769509842	0.04398321315402298	0.08205823349631154
path:hsa04612	Antigen processing and presentation - Enriched	41.44507558763621	1.2919870100821087	0.7270228608243232	0.004497751124437781	30.401658140681626	0.07778241590945623	0.14404151094343748
path:hsa00250	Alanine, aspartate and glutamate metabolism - Enriched	104.52605292115817	3.1672787918881626	0.4128264512252683	0.03948025987006497	47.53411624197878	0.08106086894213038	0.1490089502612691
path:hsa00730	Thiamine metabolism - Enriched	19.52260979308848	4.102857197189692	0.07626950666046445	0.2943528235882059	7.166909375294802	0.08166740314806775	0.1490281079344302
path:hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis - Enriched	29.577871720952015	3.349763580031513	0.3277862940970992	0.11494252873563218	20.762893070406918	0.12213400108791661	0.22125724834767502
path:hsa00051	Fructose and mannose metabolism - Enriched	99.41868021571567	2.556604370251746	0.6486623151395206	0.025487256371814093	54.13114197456538	0.1334681737193133	0.24005067215703832
path:hsa00900	Terpenoid backbone biosynthesis - Enriched	69.58341276713065	2.297371286382918	0.7819428574267413	0.011494252873563218	49.242204373413855	0.14525090312517763	0.2593766127235315
path:hsa04710	Circadian rhythm - Enriched	-16.0032928198383	2.4248934471317325	0.3466433100880461	0.14192903548225888	-18.75009005525335	0.14994174666485272	0.26585416075328494
path:hsa04740	Olfactory transduction - Enriched	-304.02285654993346	2.942762351750712	0.9985452932094163	4.9975012493753125E-6	-372.99437525663245	0.15426139776839554	0.27158696790210485
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Enriched	12.482608772745973	3.0657292402309286	0.1943566131263653	0.3028485757121439	5.055934686035528	0.164899372829306	0.28828561683445103
path:hsa00450	Selenocompound metabolism - Enriched	44.205055525162386	2.903837228575484	0.50188333317864	0.0864567716141929	27.841774020530245	0.168432305022701	0.2915743988130387
path:hsa04657	IL-17 signaling pathway - Enriched	31.492860067902182	3.588763880574697	0.14602729403656486	0.3818090954522739	5.308863893114189	0.16911315131156246	0.2915743988130387
path:hsa03460	Fanconi anemia pathway - Enriched	-25.41976961421832	2.890305686410359	0.23528379381977965	0.26936531734132935	-16.800357229094356	0.1723551265655363	0.29512864137934297
path:hsa04136	Autophagy - other - Enriched	68.37513250394302	3.0287988824379397	0.46072255527551387	0.11144427786106946	34.34444799070841	0.17576884129224568	0.2953537926839905
path:hsa04623	Cytosolic DNA-sensing pathway - Enriched	61.844436890618724	2.8599868687417844	0.3119366664202683	0.20189905047476261	27.879874934362753	0.17435975163606865	0.2953537926839905
path:hsa04520	Adherens junction - Enriched	64.86540544352592	4.982087997553262	0.03398950153505037	0.6946526736631684	-22.171475415365506	0.17603086043965832	0.2953537926839905
path:hsa04145	Phagosome - Enriched	7.460906549055956	2.71154216834976	0.19172065253844356	0.3473263368315842	3.8788180977956306	0.1856959234849177	0.30949320580819617
path:hsa04512	ECM-receptor interaction - Enriched	15.067760856714386	4.470887485603483	0.031988910091793485	0.7681159420289855	-17.30942272522627	0.2142584772684346	0.3547325782589977
