# Pathway Id	Pathway Name	Raw Accumulator	Impact Factor	Probability Pi	Corrected Accumulator	pValue	Adjusted pValue
path:hsa04110	Cell cycle - Enriched	-7.313413100053556	5.653190925277549	0.020592067438548176	-7.286876754146881	0.0014492354266999463	0.014492354266999463
path:hsa00020	Citrate cycle (TCA cycle) - Enriched	-11.063404174602248	5.231653230413874	0.08411563865372057	-10.729210070656253	0.001979541497396653	0.018970606016717923
path:hsa04742	Taste transduction - Enriched	-8.908686085771281	5.997468516905176	0.016049458755792195	-8.436412185578028	0.002216861838344464	0.020395128912769067
path:hsa00500	Starch and sucrose metabolism - Enriched	-15.145772639779839	3.7211254190955856	0.24240808941153935	-14.783555743743248	0.002395038549884543	0.02118687947974788
path:hsa00590	Arachidonic acid metabolism - Enriched	9.563078150990899	4.269750986677077	0.10021996354585952	9.925730366879108	0.0027118902350889984	0.022772187468595162
path:hsa04962	Vasopressin-regulated water reabsorption - Enriched	-3.2412466643344526	7.24550480651221	0.0030059628950041993	-2.9509267245676343	0.0027722663005246284	0.022772187468595162
path:hsa04210	Apoptosis - Enriched	-8.080465838675357	8.754315099535102	0.0015168961392495945	-7.119739543505314	0.0030138199061373605	0.023902709600399755
path:hsa00565	Ether lipid metabolism - Enriched	7.7601829981809765	4.859441468401711	0.09313435486285522	8.036977843327023	0.003353417467914177	0.02570953392067536
path:hsa00040	Pentose and glucuronate interconversions - Enriched	-5.667174779099057	4.611626807320718	0.06451861505357798	-5.422447185341609	0.0036699047979962263	0.027228325920617164
path:hsa00760	Nicotinate and nicotinamide metabolism - Enriched	-6.6503492368975925	6.14455194256789	0.06780441134328778	-6.344731508014078	0.005316920722504559	0.03821536769300152
path:hsa04915	Estrogen signaling pathway - Enriched	-4.409066685727866	9.268642210536642	5.605736603561465E-4	-2.60269588786487	0.005679865794584904	0.039586943416803876
path:hsa00620	Pyruvate metabolism - Enriched	-5.246335581192203	5.989168366470407	0.018962054920335977	-4.84796589910579	0.006417470475949205	0.04341230027847992
path:hsa04750	Inflammatory mediator regulation of TRP channels - Enriched	5.677044716611887	6.908505953111256	0.005708383017465511	7.050021788366118	0.008067067917099324	0.052228890733261715
path:hsa00410	beta-Alanine metabolism - Enriched	-1.3392976563034997	8.228947585714517	0.0016561858017412503	-1.1292402004948605	0.008174956810423573	0.052228890733261715
path:hsa00980	Metabolism of xenobiotics by cytochrome P450 - Enriched	-7.94339928474944	3.6499323576602674	0.26824941901850147	-7.704352045803001	0.009535285108273728	0.059273393916296144
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Enriched	-1.1324300606011795	6.35623567254722	0.010140275151763498	-1.1324300606011795	0.011440233945154699	0.06924352124698896
path:hsa00591	Linoleic acid metabolism - Enriched	5.595673112300858	3.1796310013811295	0.34032093356667825	5.802870765384294	0.016251949792838394	0.09584483211161104
path:hsa04914	Progesterone-mediated oocyte maturation - Enriched	-7.53358510418982	5.817550297390508	0.031198649200568036	-6.623107319981358	0.017028512768494375	0.09661685693645432
path:hsa04370	VEGF signaling pathway - Enriched	4.045138319450102	6.609084386528061	0.011860564613854749	5.1802888293122535	0.018063151514206677	0.09661685693645432
path:hsa04725	Cholinergic synapse - Enriched	-4.995346016299518	7.203841759580018	0.005076177557169759	-3.4530631151351425	0.01736038996808853	0.09661685693645432
path:hsa00770	Pantothenate and CoA biosynthesis - Enriched	-1.818811980985436	6.744588892731281	0.008324365686401368	-1.6223831746940875	0.017715169082098248	0.09661685693645432
path:hsa04510	Focal adhesion - Enriched	15.274820465788665	4.441255064159738	0.08424457954429795	16.440994565824525	0.021823507226769623	0.11154237027015586
path:hsa00330	Arginine and proline metabolism - Enriched	-4.279022979192995	5.144421688429426	0.03349365437597794	-3.9002240898379954	0.0213398311594315	0.11154237027015586
path:hsa04330	Notch signaling pathway - Enriched	-10.187863665498906	4.091870390027013	0.31902731679080043	-10.142419005592343	0.023978656535051268	0.1141061085004199
path:hsa00100	Steroid biosynthesis - Enriched	-6.63765482049266	5.410135000665363	0.1274324165831811	-6.418358264530755	0.026666056524801807	0.1141061085004199
path:hsa04010	MAPK signaling pathway - Enriched	4.753252967942468	5.894258511492432	0.017804428860585017	6.051546453198349	0.02719064738708521	0.1141061085004199
path:hsa04151	PI3K-Akt signaling pathway - Enriched	4.459398929617949	5.576737877637906	0.01814865474348271	5.89767873754724	0.02774193207359077	0.1141061085004199
path:hsa04144	Endocytosis - Enriched	5.499368396489579	3.573496261748483	0.15680453539029615	5.881343122571852	0.026281248331102458	0.1141061085004199
path:hsa04925	Aldosterone synthesis and secretion - Enriched	-4.0238885972737375	5.906721693131283	0.015407934424266346	-3.3493763060437187	0.027782356852276147	0.1141061085004199
path:hsa04918	Thyroid hormone synthesis - Enriched	-3.8874342410978437	5.765414608901379	0.01640592491691871	-3.2163262763651472	0.023184213529362507	0.1141061085004199
path:hsa00471	D-Glutamine and D-glutamate metabolism - Enriched	-2.412200757213684	0.0	1.0	-2.3140738768432474	0.02448775612193903	0.1141061085004199
path:hsa04530	Tight junction - Enriched	1.5423499453794505	5.923125650984057	0.0112138899404296	1.8968310606536227	0.02664336426176761	0.1141061085004199
path:hsa04213	Longevity regulating pathway - multiple species - Enriched	-1.5791356501161156	6.980330503038212	0.005763192186972566	-1.0755168468064353	0.025511323848502965	0.1141061085004199
path:hsa00340	Histidine metabolism - Enriched	-1.0387179832418962	6.245944027278214	0.010348601343890478	-0.8353414303723555	0.02540271648342718	0.1141061085004199
path:hsa00220	Arginine biosynthesis - Enriched	-7.294631222928015	4.472612109715595	0.4702979054652796	-7.0455777715777925	0.028728611934515258	0.11428985597994774
path:hsa04978	Mineral absorption - Enriched	1.1966826972942401	5.721429180741326	0.012977728177580016	1.3675882723958248	0.02931783262094312	0.11428985597994774
path:hsa00053	Ascorbate and aldarate metabolism - Enriched	-0.8435098541161457	5.603122656439664	0.016728749491956296	-0.7348787156722706	0.029300450757087537	0.11428985597994774
path:hsa04919	Thyroid hormone signaling pathway - Enriched	-3.579253279992814	6.517368188819587	0.009281692492997408	-2.494470083203187	0.03049236897729224	0.1168874144129536
path:hsa04068	FoxO signaling pathway - Enriched	-4.247326232950132	6.0462635683319075	0.017157573754412833	-3.0226092786738636	0.03708391584756565	0.13982460073672295
path:hsa04977	Vitamin digestion and absorption - Enriched	-1.1586097872388486	1.7566614132417078	0.3252545452768906	-1.1546924630967559	0.039337926828015624	0.14593101887812246
path:hsa04390	Hippo signaling pathway - Enriched	-7.163479170774488	3.4728881750592784	0.16415068384057463	-6.8712263991922296	0.057525132015291414	0.1979247387792123
path:hsa04973	Carbohydrate digestion and absorption - Enriched	-5.354912788384155	4.652697389107927	0.2089989288949354	-4.847476840729302	0.0583478718958379	0.1979247387792123
path:hsa04512	ECM-receptor interaction - Enriched	3.8303935679584713	3.0387430678932796	0.19182231263778413	3.870798747257403	0.06040511119566527	0.1979247387792123
path:hsa04668	TNF signaling pathway - Enriched	-4.187012966450262	5.813816784470733	0.04168371511508286	-3.4127381509796053	0.05598927161974754	0.1979247387792123
path:hsa00630	Glyoxylate and dicarboxylate metabolism - Enriched	-3.352252777256105	5.466121757943773	0.10396927282258708	-3.0311394028795653	0.058258298234218575	0.1979247387792123
path:hsa04911	Insulin secretion - Enriched	-3.225262713126626	5.371406077968411	0.02993169259070911	-2.534851165192714	0.055477939622590844	0.1979247387792123
path:hsa04540	Gap junction - Enriched	-2.807717739014307	5.557733039113811	0.02351709250750285	-1.5991341742608545	0.059579262472365224	0.1979247387792123
path:hsa04964	Proximal tubule bicarbonate reclamation - Enriched	-1.5309318135162298	0.0	1.0	-1.4850392670678698	0.06046976511744128	0.1979247387792123
path:hsa04211	Longevity regulating pathway - mammal - Enriched	-2.0574054089165243	5.88734610489624	0.02337741529740096	-1.243926101307804	0.061098506318800316	0.1979247387792123
path:hsa00512	Mucin type O-Glycan biosynthesis - Enriched	0.8277611194706552	4.704111013656809	0.04091095204966656	0.8487355452772883	0.06430485223257221	0.2054182779651612
path:hsa04810	Regulation of actin cytoskeleton - Enriched	10.87763882561771	4.146005314448711	0.16388148484102388	12.239078278882793	0.06608106881427467	0.20604669069117296
path:hsa00592	alpha-Linolenic acid metabolism - Enriched	3.4413437007919763	3.021600463773621	0.4820997162549687	3.6733581681749476	0.06791722520881671	0.20604669069117296
path:hsa04916	Melanogenesis - Enriched	-2.710987210869119	5.185278534492295	0.03370389046789614	-2.046172436653599	0.0680849934457789	0.20604669069117296
path:hsa04726	Serotonergic synapse - Enriched	-2.037623717747068	5.787760929473494	0.02337741529740096	-1.0151490845954971	0.06671534481867947	0.20604669069117296
path:hsa04664	Fc epsilon RI signaling pathway - Enriched	3.514399453883208	4.511046787685464	0.07469984843259692	4.399811892619708	0.07001335793010455	0.20895386678560227
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Enriched	-3.9604404014803536	5.188922259878874	0.3884715195473513	-3.9604404014803536	0.07102346574640805	0.20895386678560227
path:hsa00600	Sphingolipid metabolism - Enriched	-2.9003060251437045	4.229095031998744	0.08411563865372057	-2.460608045460657	0.07177111076548948	0.20895386678560227
path:hsa04710	Circadian rhythm - Enriched	-2.186773305509751	3.0574840730514605	0.24318349451070465	-2.2166163350624153	0.0733248127467021	0.21080883664676855
path:hsa04350	TGF-beta signaling pathway - Enriched	-6.938668159838632	3.27120512872287	0.44000668356995204	-6.705932679974009	0.07538498142472216	0.21127594675233896
path:hsa04141	Protein processing in endoplasmic reticulum - Enriched	-5.635477555736786	3.7431767548906145	0.2585678128364377	-5.357332699505576	0.07624305904540929	0.21127594675233896
path:hsa04550	Signaling pathways regulating pluripotency of stem cells - Enriched	-4.030371729231755	4.699207097131804	0.05623689927600987	-3.0404033267526316	0.07499681196911445	0.21127594675233896
path:hsa03013	RNA transport - Enriched	0.49623564535684545	4.004065500712354	0.05386738708816648	0.49213576024263544	0.07840488494013753	0.2146800420979956
path:hsa04970	Salivary secretion - Enriched	-3.6034426202817675	4.415710817867104	0.06845680680403045	-2.8914352615859134	0.0796119295094434	0.2154205151431998
path:hsa00061	Fatty acid biosynthesis - Enriched	-4.341955254132317	4.509874270196004	0.4820997162549687	-4.228668710960285	0.08160289228424822	0.21824029331833827
path:hsa00790	Folate biosynthesis - Enriched	1.5975366599857155	4.883446809527667	0.13710618182870513	1.6762405015965656	0.08399501995322489	0.22205579987634166
path:hsa01212	Fatty acid metabolism - Enriched	-9.645904840527809	3.984294031061941	0.5629209784893489	-9.19373699031573	0.09240792345691062	0.22738647837572767
path:hsa04722	Neurotrophin signaling pathway - Enriched	5.6029138319778165	4.19802683825044	0.13958525729874272	7.008907661927337	0.09686145500599319	0.22738647837572767
path:hsa00982	Drug metabolism - cytochrome P450 - Enriched	3.779089096189124	2.792400876966873	0.42903954847132686	4.067193740184081	0.08875773888087313	0.22738647837572767
path:hsa04976	Bile secretion - Enriched	-3.8981382380497402	3.1855657240406012	0.24318349451070465	-3.5608269381168682	0.09346003089350463	0.22738647837572767
path:hsa04520	Adherens junction - Enriched	2.1614928036551366	4.418293785082819	0.10049272974425547	2.6471156866847245	0.09030252347752088	0.22738647837572767
path:hsa00260	Glycine, serine and threonine metabolism - Enriched	2.213783160887858	4.749876400064613	0.13467659991221537	2.5648221882922817	0.09635823127995025	0.22738647837572767
path:hsa00670	One carbon pool by folate - Enriched	2.1053013736613804	4.350955916398633	0.2089989288949354	2.1861464141302127	0.0927142523560065	0.22738647837572767
path:hsa00510	N-Glycan biosynthesis - Enriched	1.865330931490146	5.279692738937825	0.07556063476975858	2.110701511546092	0.09330866989125841	0.22738647837572767
path:hsa00561	Glycerolipid metabolism - Enriched	-1.257494405970418	4.563301210008143	0.05597050178331061	-0.8002349880290864	0.09418868815793047	0.22738647837572767
path:hsa00472	D-Arginine and D-ornithine metabolism - Enriched	-0.041598779879322895	0.0	1.0	-0.041598779879322895	0.09645177411294353	0.22738647837572767
path:hsa04145	Phagosome - Enriched	-0.002631506292260122	3.278958902662958	0.10243028185654968	-0.002631506292260122	0.09688641252531005	0.22738647837572767
path:hsa00460	Cyanoamino acid metabolism - Enriched	-0.6326989810025891	3.791853348096062	0.13416871447548132	-0.5732281058479234	0.10005050105978996	0.23244055801769387
path:hsa04012	ErbB signaling pathway - Enriched	8.061724138987508	3.7592139355460086	0.24774410884863646	9.293780873236193	0.10109607162515544	0.23252096473785752
path:hsa00071	Fatty acid degradation - Enriched	-4.314188889961376	3.6704591302337217	0.22656177733455884	-3.9282119268115094	0.103734605975217	0.23622732053762288
path:hsa00640	Propanoate metabolism - Enriched	-4.1878661507665695	3.3908062104782224	0.3739644815270229	-4.034537557258339	0.10696291974600303	0.24119089746647743
path:hsa04666	Fc gamma R-mediated phagocytosis - Enriched	-2.7644983710457076	4.876910732670163	0.06564573082441466	-1.5231874217213186	0.11293072767826318	0.2521754113203935
path:hsa00270	Cysteine and methionine metabolism - Enriched	-8.101158147965025	3.733034802082339	0.5444990248628959	-7.7587586666718	0.11461636087465565	0.25347849039587306
path:hsa04723	Retrograde endocannabinoid signaling - Enriched	-2.6152118158056963	4.74813263687058	0.07293759917907855	-1.5579760934811038	0.11674736459356772	0.2557323224430531
path:hsa04660	T cell receptor signaling pathway - Enriched	-13.768983872256111	5.158934163576342	0.48381675750691344	-12.545002650340072	0.12452719947173341	0.26767528858409984
path:hsa00232	Caffeine metabolism - Enriched	0.565330766708771	0.0	1.0	0.5761790124784743	0.12443778110944528	0.26767528858409984
path:hsa04910	Insulin signaling pathway - Enriched	-7.388627412648077	4.014813723050568	0.2346659526057081	-6.242086158898626	0.13114113901888236	0.2792820553179902
path:hsa04015	Rap1 signaling pathway - Enriched	3.3929572495672025	4.16440778048345	0.13124633558765103	5.519017368928955	0.13316773750911182	0.2796379045420819
path:hsa04360	Axon guidance - Enriched	0.5768104877103368	4.821832392598669	0.08803311526094612	1.348128314973145	0.13373986738969135	0.2796379045420819
path:hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis - Enriched	-7.403277621969211	6.5113562627381265	0.8298967204888128	-7.300021140614476	0.1517207281607258	0.3008255816979908
path:hsa04923	Regulation of lipolysis in adipocytes - Enriched	-4.716724377662615	3.6295219969939554	0.22456620529180657	-3.8508289392715547	0.15142316468335437	0.3008255816979908
path:hsa04380	Osteoclast differentiation - Enriched	2.4039042936405974	3.600881138679338	0.152275428241873	3.544935914878587	0.1468293475381599	0.3008255816979908
path:hsa04152	AMPK signaling pathway - Enriched	-4.256928871259721	3.5758725679758756	0.19506384399059967	-3.403566150952053	0.14787878707813973	0.3008255816979908
path:hsa04071	Sphingolipid signaling pathway - Enriched	1.0367598479864057	4.421251584422321	0.11888563913814046	2.470267330379096	0.14980484416728057	0.3008255816979908
path:hsa00072	Synthesis and degradation of ketone bodies - Enriched	-1.1207262099936215	3.869188265718999	0.23943075416006915	-1.0459658029469177	0.1456194188988038	0.3008255816979908
path:hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Enriched	-0.9397324054281802	0.0	1.0	-0.8632571316593403	0.15542228885557222	0.30553099518616755
path:hsa00564	Glycerophospholipid metabolism - Enriched	4.01887086620277	3.3667976358215927	0.333191436784077	4.7616723065792605	0.16048635019027313	0.3128123774895154
path:hsa04912	GnRH signaling pathway - Enriched	-1.2874288591579601	4.813625266662853	0.08272288950117315	-0.042773235737460835	0.16237741253939508	0.31383869650471313
path:hsa00970	Aminoacyl-tRNA biosynthesis - Enriched	-4.348987280618455	3.9973949926835255	0.35995232740345556	-3.931529748177968	0.1663478497476676	0.3188333786830295
path:hsa04730	Long-term depression - Enriched	1.0316920423647542	3.8068667894904085	0.14964911945125714	2.0459460891203705	0.17310783235155092	0.32904794579220425
path:hsa00650	Butanoate metabolism - Enriched	-3.783137260311991	3.659441653086917	0.5425834798985836	-3.555359308223558	0.17614998174527308	0.3320860311591214
path:hsa04014	Ras signaling pathway - Enriched	5.1157479518294515	3.533726410537175	0.2587686325473897	7.218527146458261	0.17924113421911758	0.33516634853981336
path:hsa00190	Oxidative phosphorylation - Enriched	-3.6391349988038106	2.7105127902480635	0.5433451279924197	-3.4767180620152813	0.18211779834806796	0.33779914209722284
path:hsa04720	Long-term potentiation - Enriched	0.1163825303092291	3.8781535614595684	0.13168275834113166	0.9328949002024524	0.18650162880353605	0.34316299699850633
path:hsa04971	Gastric acid secretion - Enriched	-5.082243098394172	3.196753760966294	0.308541234500503	-4.3392471132677874	0.19612978491727362	0.35519567347222786
path:hsa04064	NF-kappa B signaling pathway - Enriched	0.2590861633212396	4.031155341650812	0.14234494158819622	0.5001008699898064	0.1951258364069548	0.35519567347222786
path:hsa04922	Glucagon signaling pathway - Enriched	-4.292383914496989	3.13200690198989	0.29315780062549984	-3.565925703388972	0.207172234979222	0.3595931313245688
path:hsa00860	Porphyrin and chlorophyll metabolism - Enriched	-3.7692274235321213	3.2497140463040246	0.4395101945937251	-3.446339712134311	0.20950208520648794	0.3595931313245688
path:hsa04114	Oocyte meiosis - Enriched	-3.827853748497515	3.4754537295809476	0.3337804970571834	-3.388858022722157	0.20329460264536592	0.3595931313245688
path:hsa04913	Ovarian steroidogenesis - Enriched	-2.980032579283831	3.12154923664278	0.35190144824874947	-2.5462924621608503	0.20715954563761696	0.3595931313245688
path:hsa00900	Terpenoid backbone biosynthesis - Enriched	1.1085213276255643	3.3459667155152126	0.313667367056477	1.2964545884025218	0.2065988369534294	0.3595931313245688
path:hsa00730	Thiamine metabolism - Enriched	-0.7762449340463656	2.497840435658045	0.4457699123711858	-0.767833697036891	0.20852267460417262	0.3595931313245688
path:hsa00785	Lipoic acid metabolism - Enriched	-0.024332641060760468	0.0	1.0	-0.024332641060760468	0.2028985507246377	0.3595931313245688
path:hsa00780	Biotin metabolism - Enriched	-0.13339150895213503	0.0	1.0	-0.1317510253547199	0.21889055472263869	0.37292464878671777
path:hsa04650	Natural killer cell mediated cytotoxicity - Enriched	-3.3125061628306125	3.5978077040290133	0.22264413248242554	-2.127354992183834	0.2239631369340147	0.376051246365006
path:hsa04972	Pancreatic secretion - Enriched	-1.2564950704481461	3.4300473213718954	0.17542864670208042	-0.7334116067374745	0.2239957424000253	0.376051246365006
path:hsa04975	Fat digestion and absorption - Enriched	-0.5157796593126469	2.737957452271721	0.23943075416006915	-0.3524123006501807	0.2275341305355374	0.3792235508925623
path:hsa04727	GABAergic synapse - Enriched	-4.957681108888916	3.2494876518882077	0.5297291381062947	-4.390239819671143	0.22946181772997531	0.3796850221431246
path:hsa04630	Jak-STAT signaling pathway - Enriched	5.696890180038351	2.4356563654898964	0.4724228342036163	6.231063079193377	0.2464452890445663	0.402884393911658
path:hsa04917	Prolactin signaling pathway - Enriched	0.08381102103609005	3.635997425534911	0.2058599672672387	1.0328616599143379	0.24698565018062513	0.402884393911658
path:hsa00450	Selenocompound metabolism - Enriched	-1.1837941201029691	3.101869958782289	0.41673735909914944	-1.0937405569813448	0.2550577771238076	0.4102327883809493
path:hsa04122	Sulfur relay system - Enriched	-0.2276525560364887	0.0	1.0	-0.2211231049039444	0.2543728135932034	0.4102327883809493
path:hsa04270	Vascular smooth muscle contraction - Enriched	5.135608193200101	2.8750191482349003	0.4502475233590154	6.274269635830079	0.2577320183785452	0.41165530713239856
path:hsa00562	Inositol phosphate metabolism - Enriched	-10.661050761492817	3.1567072642141047	0.7756219289960788	-9.63525328182877	0.2673555647127013	0.42408124057876756
path:hsa04662	B cell receptor signaling pathway - Enriched	3.104050762631538	3.019580137829038	0.42423744464763036	4.197633864994721	0.2782248479070415	0.4294745974403996
path:hsa04062	Chemokine signaling pathway - Enriched	-3.976897556252268	3.8521878002531844	0.24146911207259875	-1.723366520816639	0.2770569966113645	0.4294745974403996
path:hsa04728	Dopaminergic synapse - Enriched	-1.9688369857008414	3.6674198077234355	0.2384354070365453	-1.0420029897089553	0.2768401731527571	0.4294745974403996
path:hsa00740	Riboflavin metabolism - Enriched	-0.5062239888507993	3.4555970480013194	0.4457699123711858	-0.4940458823037235	0.2755467096580789	0.4294745974403996
path:hsa01210	2-Oxocarboxylic acid metabolism - Enriched	-3.339282265452523	3.0375952894641074	0.7143946916019932	-3.1970415084838417	0.28661396615763846	0.43922838121581886
path:hsa04614	Renin-angiotensin system - Enriched	-0.020653848874190323	1.8579070879465602	0.4457699123711858	-0.01936561565122898	0.288362980711255	0.43922838121581886
path:hsa00920	Sulfur metabolism - Enriched	-1.0619820219577554	0.0	1.0	-0.9784730947612231	0.2908545727136432	0.4401088929219601
path:hsa04066	HIF-1 signaling pathway - Enriched	-5.235834425688311	3.339337782930757	0.4760613009734749	-4.211787638865401	0.29346245941705607	0.44115271677073786
path:hsa04713	Circadian entrainment - Enriched	-5.00130797243452	3.218059711154324	0.3878373135801594	-3.837978595128842	0.29546925411295866	0.44128524964922394
path:hsa04072	Phospholipase D signaling pathway - Enriched	-2.4978378070203036	3.5143231789730214	0.26881234459156256	-1.0474534929571684	0.2997482631636659	0.4447877453396332
path:hsa04261	Adrenergic signaling in cardiomyocytes - Enriched	-5.4781023608800155	2.923048321752747	0.38561881270843557	-4.226557765856272	0.3019024812292028	0.445112632581517
path:hsa04924	Renin secretion - Enriched	-4.8083660287108785	3.2230770451262636	0.49039713820057473	-4.040473485488156	0.309783677765052	0.4534852897108703
path:hsa04724	Glutamatergic synapse - Enriched	-5.0365545089757395	3.1835061643300024	0.42915025612544627	-3.9637074931013303	0.31304783886548226	0.4534852897108703
path:hsa03460	Fanconi anemia pathway - Enriched	-2.557531861011648	1.9640692639504398	0.6294087183732505	-2.6066371306686618	0.3202599997692155	0.4534852897108703
path:hsa04340	Hedgehog signaling pathway - Enriched	-2.0199471923265757	1.9020026569290944	0.7041378076025786	-2.0172492630124528	0.31665511408638225	0.4534852897108703
path:hsa04623	Cytosolic DNA-sensing pathway - Enriched	-1.6831369331671895	2.1701610356166383	0.513040929196113	-1.6552049695663527	0.32926975383354495	0.4534852897108703
path:hsa04670	Leukocyte transendothelial migration - Enriched	0.6627196433845843	3.6104852687518623	0.33385430822240836	1.349565472561205	0.32461071578035594	0.4534852897108703
path:hsa04672	Intestinal immune network for IgA production - Enriched	-1.32361675448198	2.6345490050802964	0.6936768669337451	-1.2328716253528023	0.32184912033513546	0.4534852897108703
path:hsa00360	Phenylalanine metabolism - Enriched	-1.0620558521212018	2.5705073811466725	0.5427344692596998	-0.9301709926319541	0.3283421408581544	0.4534852897108703
path:hsa04140	Regulation of autophagy - Enriched	-0.9684108105376752	2.4570547948609214	0.44997021185967084	-0.8265223752354316	0.3135955541291461	0.4534852897108703
path:hsa04611	Platelet activation - Enriched	-1.2848485399007898	3.696671919873265	0.2484112375041489	0.4446004290626917	0.32895017124054315	0.4534852897108703
path:hsa00290	Valine, leucine and isoleucine biosynthesis - Enriched	0.16573277477510712	0.0	1.0	0.17472873553475907	0.3288355822088955	0.4534852897108703
path:hsa04320	Dorso-ventral axis formation - Enriched	1.889021854662528	4.225986366406232	0.6929132831461622	2.121805437618054	0.34234674103973495	0.46317500258317085
path:hsa04024	cAMP signaling pathway - Enriched	-2.8687153706853525	3.1897404502254805	0.3262674228708322	-1.1961438962776691	0.3398077553902328	0.46317500258317085
path:hsa04022	cGMP-PKG signaling pathway - Enriched	-1.9418797811157653	3.2259599314588145	0.29168883597304457	-0.2490218112596032	0.34172826983084237	0.46317500258317085
path:hsa00910	Nitrogen metabolism - Enriched	-2.916015822479997	3.489180969753945	0.8298967204888128	-2.7765757859945523	0.3469289938645742	0.4666296408704799
path:hsa03320	PPAR signaling pathway - Enriched	-2.356840461252676	1.597462092435467	0.7821861077255007	-2.2224585678972835	0.3715970013272276	0.49507287627256286
path:hsa00430	Taurine and hypotaurine metabolism - Enriched	-1.1024000356869206	2.3059026089372483	0.721701247235351	-1.017397855341398	0.3743229525239967	0.49507287627256286
path:hsa04921	Oxytocin signaling pathway - Enriched	-0.7103132055543803	3.174415175169959	0.2912965429924984	0.8436043178814471	0.3745333933540258	0.49507287627256286
path:hsa04744	Phototransduction - Enriched	0.858616792344628	0.0	1.0	0.9694708814337061	0.3853073463268366	0.5055571991250696
